userId,skillLevel,topic,difficulty,isCorrect
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","easy","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","easy","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","medium","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","medium","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","medium","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","easy","true"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","medium","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","DSA","easy","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","DSA","medium","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","easy","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","medium","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","easy","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","false"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","easy","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","medium","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","DSA","easy","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f34c0dc456160b4b582faf","unknown","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","DSA","medium","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","DSA","medium","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","DSA","medium","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","medium","true"
"69f34c0dc456160b4b582faf","unknown","DSA","medium","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","easy","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","easy","true"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","easy","false"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","medium","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","DSA","medium","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","medium","false"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","false"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","medium","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","easy","false"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","medium","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","DSA","medium","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","DSA","easy","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","true"
"69f34c0dc456160b4b582faf","unknown","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","medium","true"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","easy","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","medium","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","easy","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","medium","true"
"69f89a509c3c2b4b6cd92638","beginner","DSA","medium","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","medium","true"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","easy","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","false"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f34c0dc456160b4b582faf","unknown","DSA","medium","true"
"69f89a509c3c2b4b6cd92638","beginner","DSA","medium","true"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","medium","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","medium","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","easy","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","unknown","unknown","false"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","false"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","medium","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","false"
"69f34c0dc456160b4b582faf","unknown","unknown","unknown","false"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","medium","false"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","easy","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","DSA","easy","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","easy","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","medium","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","medium","false"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","easy","false"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","easy","true"
"69f89a509c3c2b4b6cd92638","beginner","DSA","medium","true"
"69f89ae49c3c2b4b6cd9263b","beginner","DSA","easy","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f34c0dc456160b4b582faf","unknown","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","medium","false"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","medium","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89ae49c3c2b4b6cd9263b","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","DSA","medium","true"
"69f89a509c3c2b4b6cd92638","beginner","DSA","easy","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","medium","true"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89b039c3c2b4b6cd9263c","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","unknown","unknown","false"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","true"
"69f89aad9c3c2b4b6cd9263a","beginner","unknown","unknown","false"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","easy","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","false"
"69f89a509c3c2b4b6cd92638","beginner","unknown","unknown","true"
"69f89a6c9c3c2b4b6cd92639","beginner","DSA","easy","true"
"69f89a509c3c2b4b6cd92638","beginner","DSA","easy","false"
"69f89b039c3c2b4b6cd9263c","beginner","DSA","easy","true"
"69f89aad9c3c2b4b6cd9263a","beginner","DSA","easy","true"
